user_pair_id,days_since_last_snap,streak_length,avg_response_time_hrs,pct_snaps_opened,shared_stories_viewed,snap_map_checks,friend_suggestion_rank,days_since_friend_added,notification_received_7d,treatment,time_to_cold,went_cold,reactivated
b5ce9cac,0,59,7.27,0.759,5,5,15,199,5,0,21,0,0
41b97737,2,31,1.24,0.8,8,2,114,156,1,0,21,0,0
70f1da91,0,30,0.35,0.929,7,5,48,104,2,0,21,0,0
90a9f290,9,3,3.65,0.303,3,2,1,409,2,0,21,0,0
0ea98387,2,13,2.49,0.72,6,3,134,212,5,0,21,0,0
5e433d07,9,9,1.64,0.934,0,0,91,80,5,0,21,0,0
6169b330,1,6,1.75,0.862,4,0,47,293,0,0,7,1,1
591ce994,1,27,10.9,0.752,3,3,57,241,3,0,21,0,0
3aaeac1d,0,21,1.3,0.791,1,0,163,282,1,0,21,0,0
453a80d6,0,15,5.68,0.844,1,4,158,184,3,0,21,0,0
6f90275c,9,0,7.33,0.726,3,2,39,85,2,0,21,0,0
d6a0440f,3,39,10.64,0.65,7,2,23,77,3,0,21,0,0
fad05006,8,15,0.78,0.769,8,1,66,191,4,0,21,0,0
16d0ede2,0,19,2.54,0.831,4,2,58,25,8,0,21,0,0
0e444e4f,1,1,51.48,0.49,2,4,78,308,2,1,1,1,0
82b2f735,8,10,62.07,0.371,4,1,83,83,3,0,6,1,0
f06ee55b,6,16,29.67,0.61,2,2,15,179,6,0,21,0,0
cbbcac2d,5,0,7.24,0.641,5,5,148,124,6,0,21,0,0
17c72d2a,0,0,4.63,0.37,3,2,161,131,5,0,21,0,0
2ecdb9c7,4,19,1.43,0.759,4,5,2,241,4,0,21,0,0
7e65ceda,5,19,0.52,0.734,2,3,9,177,3,0,3,1,0
d9e532c3,2,17,9.28,0.721,5,0,27,51,5,0,21,0,0
561ab473,20,6,2.09,0.814,2,5,177,13,4,0,21,0,0
efae7e9b,8,4,0.68,0.804,3,3,192,330,4,0,21,0,0
4ba457e2,15,56,5.62,0.902,4,2,103,389,2,0,21,0,0
510b10c0,0,1,72.0,0.468,1,3,7,32,1,1,5,1,0
2c5506cb,5,10,5.56,0.916,3,3,40,66,3,0,21,0,0
37011363,0,5,2.05,0.682,7,2,197,59,0,0,21,0,0
1c363aab,0,2,6.9,0.744,5,1,73,498,4,0,21,0,0
620d894c,1,17,1.58,0.929,6,1,92,41,2,0,21,0,0
18b6e228,0,5,2.05,0.66,5,1,29,32,1,0,21,0,0
d427fa3c,3,0,5.5,0.853,5,4,189,36,1,0,21,0,0
8c1bb76c,7,6,0.58,0.917,2,2,63,235,1,0,21,0,0
a687dbd4,10,23,4.53,0.491,3,2,5,394,2,0,21,0,0
d0def486,1,8,2.79,0.793,5,1,61,89,3,0,21,0,0
6e3eadc4,2,1,3.0,0.885,1,0,172,26,3,0,21,0,0
0d97894a,0,9,1.78,0.949,3,3,52,158,6,0,21,0,0
56ed6312,2,2,18.06,0.576,0,4,162,42,5,0,21,0,0
1d83ccef,3,2,1.04,0.722,1,4,162,11,4,0,21,0,0
763296b2,9,6,2.12,0.63,3,0,19,391,3,0,21,0,0
4ea6341a,0,10,4.93,0.744,2,0,70,368,3,0,21,0,0
97bcf316,20,37,17.44,0.725,2,2,199,670,0,0,21,0,0
b80189df,10,2,0.84,0.738,3,1,90,115,5,0,21,0,0
674d949e,0,0,5.59,0.692,3,2,75,62,3,0,21,0,0
554ff3c4,3,2,2.51,0.622,6,3,164,264,8,0,21,0,0
ddd973d2,2,11,38.38,0.568,8,1,100,35,1,0,21,0,0
1f61a8b4,5,3,6.84,0.853,6,3,156,50,5,0,21,0,0
99ffd086,0,9,2.59,0.637,6,3,107,53,1,0,21,0,0
2b0478f8,0,0,0.79,0.755,2,1,157,545,0,0,21,0,0
09dbc270,0,2,3.32,0.339,4,2,162,235,2,0,21,0,0
7a688fee,2,4,2.93,0.942,1,3,192,25,3,0,21,0,0
25ce4004,4,5,0.22,0.532,5,4,6,17,7,0,21,0,0
5fc288fc,0,23,2.98,0.495,3,3,112,333,4,0,21,0,0
ccf94dbf,2,14,16.99,0.42,2,3,102,291,4,0,21,0,0
5d68db78,2,17,6.15,0.501,10,0,86,200,0,0,21,0,0
2702db6a,1,1,3.17,0.732,5,3,11,39,6,0,21,0,0
0759a2d0,0,10,3.03,0.89,6,2,176,117,4,0,21,0,0
bb7116f1,1,6,2.0,0.652,2,2,184,166,3,0,21,0,0
e119430b,2,43,1.57,0.949,4,2,16,484,4,0,21,0,0
42a6d635,1,5,5.2,0.712,1,1,185,33,2,0,21,0,0
c03a2e38,0,8,2.0,0.84,7,1,140,130,0,0,21,0,0
94fa45e2,4,5,4.12,0.894,3,3,53,30,4,0,21,0,0
3b20836c,4,17,7.3,0.664,5,2,143,105,4,0,21,0,0
43279517,3,0,0.55,0.448,4,3,191,40,5,1,1,1,1
f50a615b,6,29,0.67,0.759,3,1,92,325,3,0,21,0,0
bedf2f89,0,0,1.47,0.658,6,2,63,52,2,0,21,0,0
fc03f0d7,3,8,2.06,0.4,4,0,96,97,3,0,21,0,0
c7434c90,9,6,1.29,0.539,4,0,87,94,1,0,21,0,0
02b15bfb,0,7,1.37,0.864,4,2,22,362,3,0,21,0,0
3484416d,7,1,1.31,0.571,1,1,23,255,2,0,21,0,0
30057f5a,4,0,1.48,0.702,3,1,44,10,0,0,21,0,0
b6e8dc97,4,5,6.65,0.873,2,2,199,12,2,0,21,0,0
ad9b6e09,3,1,1.82,0.541,3,2,137,144,0,0,21,0,0
8f9a3b35,1,11,9.03,0.712,6,1,152,100,5,0,21,0,0
86d0a34c,13,35,11.51,0.687,1,1,90,58,1,0,21,0,0
585c586b,1,16,6.0,0.484,4,0,88,283,1,0,21,0,0
9b7e49cc,0,0,0.69,0.54,3,2,153,24,2,0,21,0,0
a103dc9b,0,15,1.4,0.804,3,1,12,657,2,0,21,0,0
4ca97f6b,9,4,6.99,0.755,3,0,97,4,1,0,21,0,0
a4db9060,3,16,19.93,0.695,6,1,107,22,1,0,21,0,0
23944e56,2,10,0.44,0.52,3,4,191,67,0,0,21,0,0
ef83c689,2,3,8.42,0.589,2,1,145,128,4,0,21,0,0
b7ee9d9a,1,1,1.21,0.707,4,1,78,43,3,0,21,0,0
aa08a3ce,3,20,0.5,0.799,3,2,167,239,3,0,21,0,0
8e412066,0,12,7.23,0.568,8,1,26,79,1,0,21,0,0
0c01eb83,10,2,0.74,0.892,5,1,167,7,1,0,21,0,0
f2627b8e,1,1,0.71,0.359,1,2,112,378,4,1,2,1,0
a68bf77d,5,20,50.18,0.565,5,2,45,518,6,0,21,0,0
2ab49a4b,1,10,0.52,0.698,1,1,125,173,1,0,12,1,0
7049e753,3,0,0.89,0.71,4,0,132,295,3,0,21,0,0
f38dfe70,0,5,3.06,0.698,5,2,49,23,3,0,21,0,0
7199693a,2,1,1.5,0.44,4,1,122,56,4,0,21,0,0
6f0f47b9,5,14,4.62,0.809,6,3,39,70,3,0,21,0,0
88eecc89,7,21,5.57,0.791,3,0,101,582,2,0,21,0,0
cd572c06,1,0,1.09,0.721,3,2,166,129,3,0,21,0,0
f9fc4a75,1,1,34.39,0.354,6,1,124,1,3,0,21,0,0
766b194d,5,14,0.59,0.88,5,2,35,86,6,0,21,0,0
f003d1d1,6,2,2.39,0.564,3,0,161,1,1,0,21,0,0
5e63145c,10,0,2.8,0.851,7,1,171,48,3,0,21,0,0
fdfa1b2b,5,0,3.44,0.616,4,3,160,109,4,0,21,0,0
319ffe0b,3,12,7.28,0.73,4,2,177,70,2,0,21,0,0
8cb83d7d,4,0,7.47,0.686,3,2,53,5,0,0,21,0,0
656379de,4,4,3.08,0.702,7,0,176,22,5,0,21,0,0
9913d718,5,10,10.87,0.735,2,1,76,144,3,1,1,1,0
4847746c,1,12,0.7,0.864,5,3,75,214,1,0,21,0,0
7b891d96,0,3,4.12,0.699,3,1,151,93,0,0,21,0,0
8811f11a,0,0,9.04,0.869,3,3,74,236,5,0,21,0,0
01a2186d,3,4,3.3,0.53,7,1,3,32,1,0,21,0,0
f65a9197,0,3,2.41,0.641,2,4,145,23,6,0,21,0,0
912481b7,5,8,2.95,0.559,3,1,137,329,4,0,21,0,0
1feee7ac,3,2,4.15,0.516,8,3,84,74,1,0,21,0,0
19ac46c5,0,17,4.15,0.521,3,4,48,101,0,0,21,0,0
8f64e47e,2,8,7.71,0.715,3,2,82,530,2,0,21,0,0
38063917,5,1,7.42,0.565,6,0,91,99,3,0,21,0,0
a26c31d1,6,2,2.56,0.776,6,3,121,1,2,0,21,0,0
f4267827,1,18,4.24,0.907,9,1,31,500,3,0,21,0,0
980e08ed,0,0,2.18,0.623,4,2,56,2,0,0,21,0,0
8a8711c5,8,2,0.5,0.881,0,0,184,195,4,0,21,0,0
d531a834,18,4,14.3,0.678,6,5,173,70,1,0,21,0,0
049202f8,1,0,18.84,0.608,12,1,5,114,3,0,21,0,0
5851d60a,11,2,4.21,0.885,4,2,177,142,3,0,21,0,0
51b92b96,6,30,2.28,0.726,4,2,156,94,6,0,21,0,0
3675489f,8,2,1.8,0.567,3,1,162,267,3,0,21,0,0
01608f50,1,5,16.09,0.842,4,0,21,480,3,0,21,0,0
096b1390,1,0,1.48,0.895,9,1,29,16,2,0,21,0,0
fb042b50,4,35,1.41,0.303,8,1,150,289,2,0,21,0,0
e41fbd36,0,13,0.29,0.749,8,1,103,24,2,0,21,0,0
1c215aa9,9,0,6.62,0.94,5,3,41,15,3,0,21,0,0
bfb5f519,2,43,17.84,0.753,5,0,162,561,2,0,21,0,0
9e54cbcd,1,1,5.77,0.661,5,2,5,120,2,0,21,0,0
12ddad24,3,2,1.85,0.711,4,1,63,29,2,0,21,0,0
72382287,1,9,0.43,0.788,4,1,79,151,3,0,21,0,0
9826339d,2,4,5.58,0.783,7,1,110,54,6,1,1,1,0
af76f421,5,1,4.74,0.602,4,5,185,112,2,0,21,0,0
a706bd6a,0,18,1.65,0.683,6,2,34,176,5,0,21,0,0
73996ae6,0,18,2.84,0.846,4,3,94,366,1,0,21,0,0
c7824938,0,4,6.78,0.569,8,2,55,1,4,0,21,0,0
67d87437,0,2,7.66,0.703,1,2,64,43,5,0,21,0,0
630071ea,3,2,6.51,0.831,3,0,36,18,2,1,4,1,0
62bb9050,1,2,14.36,0.768,0,3,32,18,4,0,21,0,0
63bb0fb1,0,1,4.39,0.729,1,1,98,524,2,0,21,0,0
82c0be26,3,1,6.91,0.922,5,3,144,495,3,0,21,0,0
415b6651,0,19,2.2,0.515,6,0,1,249,1,0,21,0,0
506e3e93,2,4,1.13,0.423,3,1,153,185,4,0,21,0,0
78b541ed,4,10,5.81,0.696,2,4,126,339,3,0,21,0,0
08f6060b,5,14,5.37,0.929,6,3,34,10,1,0,21,0,0
0dcd30ac,3,0,1.88,0.891,7,3,73,22,3,0,21,0,0
7128df4c,0,5,9.75,0.717,5,3,134,68,0,0,21,0,0
976a6a0c,0,11,2.55,0.78,3,1,164,321,5,0,21,0,0
980fb5ef,3,65,0.39,0.547,4,4,5,115,3,0,21,0,0
910b29cb,4,18,3.89,0.78,5,5,53,126,7,0,21,0,0
7da1f00b,7,0,0.74,0.642,4,0,18,46,3,0,2,1,1
14e26acc,8,2,0.1,0.832,6,2,8,188,3,0,21,0,0
80750377,4,0,2.54,0.903,8,2,179,393,1,0,21,0,0
154d2546,12,1,6.7,0.322,5,3,169,71,1,0,21,0,0
0a54b61c,0,2,2.09,0.69,2,1,61,173,4,0,21,0,0
bdd80217,4,0,3.81,0.903,2,1,194,72,4,0,21,0,0
227cca97,1,10,2.27,0.925,6,2,67,283,6,0,21,0,0
2b55a96c,4,37,2.34,0.891,0,0,125,115,1,0,21,0,0
3250bd40,12,13,0.53,0.629,7,3,108,74,7,0,21,0,0
08d62d57,2,2,0.24,0.603,2,2,140,98,1,0,21,0,0
1767fada,6,7,3.88,0.686,3,2,173,17,3,0,21,0,0
e8472cfd,12,63,1.74,0.748,6,1,155,361,2,0,21,0,0
4fd8fda1,0,34,0.73,0.784,2,0,147,570,0,0,21,0,0
9821b639,2,6,2.45,0.941,3,2,3,116,4,0,21,0,0
0d5874be,3,2,0.74,0.445,1,3,153,45,2,0,21,0,0
eed5a96b,1,17,2.94,0.673,5,1,62,196,3,0,21,0,0
f1dc0916,10,15,0.17,0.585,6,1,15,108,7,0,21,0,0
44ddf278,4,2,12.61,0.396,6,0,29,52,4,0,2,1,1
1930ea11,1,0,9.77,0.784,4,1,27,7,2,0,21,0,0
23e99968,0,18,1.16,0.905,3,1,102,396,3,0,21,0,0
fcd1f894,4,31,5.24,0.847,3,1,112,286,6,0,21,0,0
b9606508,1,0,1.65,0.659,4,3,73,317,1,0,21,0,0
ecf22634,0,41,39.68,0.258,0,1,58,104,7,1,9,1,1
92face0c,2,2,0.62,0.517,4,1,15,251,4,0,21,0,0
c3b013f2,1,4,11.36,0.818,5,0,22,156,2,0,21,0,0
c1f7fd90,0,0,9.06,0.687,6,1,111,84,5,0,21,0,0
dfb51dd8,6,0,0.92,0.755,6,3,13,332,3,0,21,0,0
e71f4fdd,0,8,11.09,0.799,4,4,7,1200,2,0,21,0,0
e30f67ee,0,13,2.01,0.606,0,1,70,413,3,0,21,0,0
82f17614,0,32,1.38,0.863,1,3,35,269,2,0,21,0,0
515369b3,3,0,4.42,0.869,1,3,167,247,3,0,21,0,0
8aefa79b,7,9,2.56,0.702,7,2,162,189,3,0,21,0,0
977b20b0,5,8,3.77,0.561,4,2,43,345,8,0,21,0,0
822ab709,11,46,1.54,0.697,4,1,26,122,5,0,21,0,0
47a2e7f5,9,1,3.32,0.738,5,1,10,36,1,0,21,0,0
f57904bd,1,6,10.2,0.818,4,1,17,263,2,0,21,0,0
a640637d,5,0,1.05,0.854,5,0,163,453,2,0,21,0,0
fe946650,0,20,4.81,0.828,5,2,188,75,3,0,21,0,0
046fe5e9,0,13,1.62,0.908,4,3,10,275,2,0,21,0,0
5fcd2ecc,8,6,1.58,0.672,1,1,121,57,2,0,21,0,0
9310265e,4,0,47.4,0.255,3,3,120,514,2,1,16,1,1
023582e8,1,1,17.98,0.398,4,3,182,207,2,0,1,1,0
bfb65dfb,1,17,1.69,0.651,7,3,81,151,6,0,21,0,0
a12d4c59,17,11,1.78,0.877,1,3,163,272,4,0,14,1,1
fa8e7986,8,3,1.36,0.793,6,6,196,302,3,0,21,0,0
81c2e19c,2,13,8.14,0.697,3,1,198,401,5,0,21,0,0
16231e40,9,57,0.75,0.567,1,1,51,416,1,0,21,0,0
776e222f,0,0,5.09,0.909,7,3,123,9,6,0,21,0,0
8e52cab1,7,18,45.27,0.545,0,4,93,23,2,0,21,0,0
489d93e2,0,22,4.07,0.879,3,2,162,314,2,0,21,0,0
5a61ac80,4,2,10.35,0.698,5,1,53,525,2,0,21,0,0
4f5b14ea,4,13,9.0,0.868,5,3,30,66,2,0,21,0,0
ab37232a,12,2,1.98,0.817,5,1,16,1,3,0,21,0,0
223e56cc,0,7,0.72,0.812,4,2,95,70,3,0,21,0,0
4dfcdc88,3,13,10.25,0.63,4,2,174,86,2,0,21,0,0
85e18904,2,2,10.11,0.582,7,0,123,257,3,0,21,0,0
94a47b8c,4,4,27.67,0.685,0,0,162,8,2,0,21,0,0
b47fd85d,7,6,3.36,0.851,4,2,96,43,2,0,21,0,0
f0af8920,2,5,1.09,0.93,6,2,43,403,5,0,21,0,0
f395fcf6,1,6,3.76,0.748,3,6,149,30,3,0,21,0,0
22fa7792,7,15,1.49,0.71,4,2,53,256,3,0,21,0,0
a3d40453,6,2,8.45,0.79,3,0,31,80,5,0,21,0,0
4a25ddb9,0,1,7.55,0.785,8,1,33,195,2,0,21,0,0
59108ac7,0,1,6.83,0.686,4,1,149,13,3,0,21,0,0
d496c39a,3,3,1.61,0.684,5,3,92,60,2,0,21,0,0
a317afdc,0,16,2.75,0.384,7,6,122,99,0,0,21,0,0
300a52f8,6,8,0.55,0.616,2,2,54,350,4,0,21,0,0
7a7bd23c,2,14,1.16,0.751,3,1,40,149,2,0,21,0,0
7aca539e,2,2,1.62,0.489,3,1,167,8,2,1,1,1,0
4679e734,1,1,0.95,0.838,3,3,57,291,0,0,21,0,0
f9cc8fb8,3,3,1.92,0.504,6,3,74,10,2,0,21,0,0
e4b966fc,6,40,4.07,0.663,0,3,97,490,2,0,21,0,0
fd1e1f6d,3,4,0.96,0.764,3,2,21,42,0,0,21,0,0
da36f0ee,8,12,1.07,0.912,1,4,160,120,5,0,21,0,0
c9f7136f,1,6,4.14,0.651,5,2,138,13,7,0,21,0,0
9fdc9b45,0,6,2.83,0.696,6,1,142,148,2,0,21,0,0
021d1767,8,2,5.17,0.821,2,1,170,123,4,0,21,0,0
96977df7,3,18,9.19,0.364,7,3,132,95,2,0,21,0,0
87845084,3,5,6.48,0.667,8,0,152,6,1,0,21,0,0
f29a8f8d,1,31,8.94,0.41,4,1,140,380,2,0,21,0,0
2ad1675a,0,25,5.93,0.537,1,2,103,292,4,0,21,0,0
27c8706f,4,1,0.11,0.71,4,4,22,180,4,0,21,0,0
f289b85f,2,6,1.28,0.845,5,1,115,152,3,0,21,0,0
43ccb4ae,6,2,0.68,0.571,1,1,128,213,3,0,21,0,0
d5ed65bf,3,0,3.1,0.847,5,4,76,27,2,0,21,0,0
650e792f,1,27,2.17,0.401,1,0,91,485,2,0,21,0,0
6fb25753,0,5,8.68,0.676,6,1,130,60,3,0,21,0,0
d3cae394,2,1,0.5,0.792,5,3,187,192,3,0,21,0,0
46a1a4a8,3,6,0.73,0.926,10,2,120,167,3,0,21,0,0
3c13ad33,0,60,1.81,0.587,8,1,70,182,2,0,21,0,0
0279b3c5,0,3,5.74,0.415,1,2,58,380,1,0,21,0,0
a5edcc4d,4,3,2.16,0.746,5,2,29,63,4,0,21,0,0
de6496bc,14,12,6.63,0.443,7,2,89,248,2,0,21,0,0
bc07d157,2,2,2.7,0.759,6,2,58,164,5,0,21,0,0
c7f639a3,2,14,3.4,0.725,7,1,75,14,4,0,21,0,0
70e1f860,3,9,4.11,0.736,2,1,21,96,2,0,21,0,0
78487ab3,9,3,0.3,0.981,4,2,195,327,1,0,21,0,0
d661fad4,1,4,5.74,0.535,4,2,172,68,4,0,21,0,0
27163af4,4,4,2.37,0.497,3,2,193,118,3,0,21,0,0
d4c07329,4,1,6.27,0.926,4,0,75,120,4,0,21,0,0
8022ceda,0,3,22.73,0.628,6,1,37,173,3,0,21,0,0
60f1bbef,1,13,13.74,0.889,3,2,162,387,3,0,21,0,0
9cd23e3b,0,0,2.96,0.573,6,3,11,34,4,0,21,0,0
15d326ae,8,0,6.64,0.708,4,3,52,126,4,0,21,0,0
e63a3b78,2,7,1.42,0.587,5,3,33,99,4,0,21,0,0
2a0f10e0,0,4,0.74,0.703,2,5,191,63,4,0,21,0,0
c5391a2a,4,3,1.09,0.669,4,1,107,453,1,0,21,0,0
704bea2e,7,1,7.63,0.913,5,2,4,1,3,0,21,0,0
096eafdd,0,0,1.68,0.813,1,2,123,23,4,0,21,0,0
1eb764de,5,4,3.29,0.428,4,3,163,237,1,0,21,0,0
c7cd9927,0,0,3.06,0.946,2,2,167,55,4,0,21,0,0
1fbe5e98,0,17,49.85,0.449,3,0,32,231,4,1,1,1,1
c43b5b86,1,15,0.62,0.78,2,0,9,321,0,0,21,0,0
8db706da,2,1,2.7,0.614,7,1,174,52,8,0,21,0,0
86f7ec73,2,5,6.1,0.856,1,1,172,38,2,0,21,0,0
3fa8b844,2,6,4.54,0.874,1,1,25,28,2,0,21,0,0
2252dfc1,1,0,2.33,0.745,3,1,35,40,4,0,21,0,0
4e48533d,0,8,1.77,0.931,1,0,16,55,1,0,21,0,0
88b43510,1,5,9.72,0.928,4,2,175,365,5,0,21,0,0
c7987c94,3,2,0.93,0.767,4,0,109,264,4,0,21,0,0
f3e72b74,3,2,4.04,0.66,6,3,25,1,4,0,21,0,0
52668123,2,14,1.35,0.791,4,0,119,373,5,0,21,0,0
3711ba51,2,3,1.49,0.905,5,0,150,14,3,0,21,0,0
7ba23e05,0,22,1.89,0.815,2,1,155,191,0,0,21,0,0
4a7041d5,7,1,2.74,0.625,6,0,191,29,2,0,21,0,0
0a7e7308,0,0,2.03,0.565,4,0,160,11,3,0,21,0,0
9d2772d0,1,41,3.68,0.793,6,3,113,256,2,0,21,0,0
2af91ea2,0,3,6.76,0.602,3,3,26,113,5,0,21,0,0
c4fd24c2,0,11,5.63,0.602,7,3,13,164,2,0,21,0,0
c358612b,0,35,3.62,0.531,6,2,17,99,6,0,21,0,0
7b85a386,10,1,3.37,0.849,3,2,183,12,1,0,21,0,0
e980e65b,4,66,3.86,0.705,5,0,125,242,1,0,21,0,0
36354512,1,11,3.39,0.919,2,5,155,309,3,0,21,0,0
ceb83f35,1,10,4.34,0.7,6,2,113,7,3,0,21,0,0
18daec29,1,0,0.6,0.748,4,0,184,84,7,0,21,0,0
c220f189,4,8,0.74,0.607,5,1,123,146,7,0,21,0,0
4f8dc407,0,33,3.61,0.767,4,1,111,167,2,0,21,0,0
c1d67539,5,1,5.01,0.594,6,2,60,155,1,0,21,0,0
dd978bf4,9,4,0.43,0.67,4,1,44,212,2,0,21,0,0
eb62ca8f,4,4,4.92,0.906,5,0,94,613,5,0,21,0,0
4356c126,4,30,1.35,0.783,4,2,113,89,2,0,21,0,0
e3c58a0c,0,3,5.42,0.764,4,1,194,146,8,0,21,0,0
66e34188,3,1,0.93,0.849,3,5,169,216,1,0,21,0,0
48958b40,7,18,28.72,0.358,5,3,127,161,2,0,21,0,0
e5e8b563,2,6,4.76,0.52,4,1,131,88,5,0,21,0,0
260b33fc,1,10,10.51,0.838,8,1,3,176,4,0,21,0,0
dd0d40fb,4,11,2.49,0.611,3,1,160,189,1,0,21,0,0
55ded5d4,0,10,7.73,0.839,7,2,96,158,5,0,21,0,0
5fef584d,0,4,6.0,0.419,5,3,156,41,4,0,21,0,0
1872b00f,1,38,1.73,0.745,5,3,16,126,4,0,21,0,0
2d313098,4,3,2.45,0.832,3,4,22,388,3,0,21,0,0
7b24f737,2,50,17.13,0.622,4,0,10,365,4,0,21,0,0
b8d3d9ce,1,4,11.69,0.657,3,3,43,250,1,0,21,0,0
65a2715a,12,2,0.7,0.57,6,4,21,215,3,0,21,0,0
b0f69829,2,5,10.18,0.569,6,1,30,29,3,0,21,0,0
3747c24c,4,21,2.38,0.87,5,0,189,110,2,1,12,1,0
3913fdba,0,2,2.53,0.859,5,0,108,21,4,0,21,0,0
0084b9c7,0,1,2.27,0.583,3,2,188,305,5,0,21,0,0
3d2accf0,1,5,8.59,0.385,4,7,172,61,3,0,21,0,0
0ffe38e2,6,58,12.6,0.541,3,1,193,262,4,0,21,0,0
db62e7b4,1,7,7.69,0.699,5,1,120,303,4,0,21,0,0
1509fbe2,3,0,3.02,0.553,2,1,165,401,2,0,21,0,0
2c2b1b2a,0,9,3.61,0.801,5,1,49,252,4,0,21,0,0
5baebdf4,4,5,2.34,0.447,4,1,148,149,2,0,21,0,0
4fb62986,13,0,0.83,0.657,4,4,167,164,3,0,21,0,0
b537051d,0,16,4.21,0.848,3,3,184,69,2,0,21,0,0
6350ad5b,0,6,13.09,0.802,0,2,27,35,4,1,20,1,1
0f4c6270,2,0,9.82,0.665,8,3,91,25,3,0,21,0,0
e9d3a7b7,0,16,2.23,0.811,4,1,36,36,4,0,21,0,0
8adc14f8,2,15,2.68,0.671,3,0,185,489,5,0,21,0,0
7d4a9cc6,0,7,3.59,0.797,5,2,147,32,4,0,21,0,0
586f7b30,2,11,3.13,0.877,4,3,23,231,1,0,21,0,0
da96007f,3,24,1.9,0.593,6,2,103,36,1,0,21,0,0
488ae474,1,44,5.25,0.756,1,2,67,666,2,0,21,0,0
25675d2f,4,0,1.37,0.76,4,2,111,82,1,0,21,0,0
bdc59dca,17,0,4.88,0.814,3,2,180,95,2,0,21,0,0
9e7a1093,0,6,14.65,0.433,2,0,102,93,3,0,21,0,0
3e113d42,0,5,1.73,0.835,5,6,120,305,3,0,21,0,0
b94a9bd6,0,5,3.85,0.787,1,1,63,44,1,0,21,0,0
99c5f329,1,6,4.45,0.877,2,4,184,320,5,0,21,0,0
ed245d78,2,25,7.21,0.666,4,2,184,192,8,0,21,0,0
6e502cad,0,1,1.57,0.564,6,1,151,44,3,0,21,0,0
2a6e8c23,4,0,0.57,0.509,8,3,191,12,3,0,21,0,0
c7d459f5,1,5,29.02,0.372,4,3,80,268,3,0,21,0,0
4940214e,0,1,7.25,0.641,1,2,107,44,3,0,1,1,1
480cdc30,4,14,1.31,0.881,3,0,104,395,5,0,21,0,0
d57f9ab5,7,3,0.51,0.518,6,2,120,25,2,0,21,0,0
9d26cb0f,2,14,1.85,0.68,9,2,35,172,8,0,21,0,0
e719ebc9,6,0,4.95,0.623,4,3,34,212,6,0,21,0,0
68e1b6b8,0,17,1.12,0.824,2,1,167,192,5,0,21,0,0
82b2b1ae,0,2,4.69,0.568,4,2,138,68,4,0,21,0,0
0153106f,7,17,3.57,0.626,4,4,44,375,5,0,21,0,0
5dda46c2,0,4,4.2,0.648,5,1,138,264,3,0,21,0,0
f53563a6,7,18,24.41,0.473,2,7,134,128,3,0,21,0,0
6cf78d41,2,20,13.9,0.784,2,2,146,166,6,0,21,0,0
31ccdb8e,0,4,1.19,0.854,3,5,25,150,6,0,21,0,0
d48bb56b,4,44,0.94,0.412,4,3,179,527,2,0,21,0,0
9b3d9103,1,6,1.23,0.829,1,5,103,408,3,0,21,0,0
163c3b78,3,15,1.67,0.391,3,1,12,48,5,0,21,0,0
fa1c7b4a,6,1,8.75,0.809,3,2,39,54,3,0,21,0,0
d66e2517,5,7,2.41,0.405,2,2,55,717,6,0,21,0,0
ba8373e7,5,15,2.32,0.719,2,4,158,48,2,0,21,0,0
b921967c,8,1,15.37,0.669,6,1,32,552,2,0,6,1,0
5e63b893,2,14,4.22,0.701,6,2,46,188,4,0,21,0,0
a430918b,0,4,5.89,0.679,5,1,191,9,5,1,20,1,0
a89c63fb,1,29,0.71,0.792,3,3,50,73,4,0,21,0,0
0035149b,13,36,3.14,0.291,2,3,97,116,6,0,21,0,0
c641ed40,0,9,1.94,0.742,6,3,102,322,1,0,21,0,0
9e438b1f,0,8,0.83,0.915,2,1,47,71,5,0,21,0,0
74878540,6,1,2.39,0.69,5,3,80,66,1,0,21,0,0
3a55ef88,0,4,1.48,0.776,5,3,84,455,1,0,21,0,0
c133e189,2,3,6.68,0.545,4,3,145,14,3,0,21,0,0
91839ad9,7,2,3.26,0.828,4,1,105,144,4,0,21,0,0
8edd0fde,4,2,3.1,0.738,2,2,71,126,2,0,21,0,0
18b80748,2,0,0.64,0.755,4,4,199,10,0,0,21,0,0
e961b7d6,20,0,8.36,0.669,3,2,189,16,2,0,21,0,0
18594cb7,1,11,0.51,0.617,6,7,17,86,3,0,21,0,0
f638fc59,2,0,1.69,0.835,5,2,139,25,1,0,21,0,0
a98278c8,0,22,2.35,0.769,4,2,122,117,3,0,21,0,0
e8b16f4b,5,0,5.59,0.784,3,2,105,168,4,0,21,0,0
4547829a,7,2,2.35,0.574,2,5,110,211,3,0,19,1,0
e1c7c52e,0,4,1.21,0.826,6,1,15,142,3,0,21,0,0
4b273bbc,0,11,8.83,0.774,2,3,78,85,6,0,21,0,0
e2da43f2,6,6,0.5,0.793,2,2,135,25,0,0,21,0,0
d84fc572,2,2,7.13,0.652,3,2,66,51,3,0,21,0,0
bc2c0e5e,1,3,5.65,0.631,3,2,41,97,2,0,21,0,0
51c265be,0,30,2.59,0.85,5,2,76,464,4,0,21,0,0
c8637d03,2,4,3.49,0.662,8,2,180,40,5,0,21,0,0
cd145704,0,5,2.09,0.834,3,3,149,95,1,0,21,0,0
c70d648a,0,13,1.11,0.774,2,3,16,237,5,0,21,0,0
